PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
Patrick Beverley,56,31.3,.545,20.3,8.9,14.3,4.9,7.4,6.2,12.43,37.4,1.2
Garrett Temple,75,8.5,.431,26.3,15.3,14.3,3.8,8.7,6.2,7.81,-25.6,-0.9
Jeremy Evans,66,18.3,.549,9.8,8.9,14.3,11.1,18.7,14.8,16.27,104.1,3.5
Anderson Varejao,65,27.7,.527,19.2,9.9,14.3,11.4,28.2,19.6,17.05,173.4,5.8
Draymond Green,82,21.9,.498,20.1,12.0,14.3,5.3,19.3,12.4,12.73,59.8,2.0
Tony Snell,77,16.0,.489,14.6,9.4,14.2,1.8,9.6,5.7,8.02,-45.6,-1.5
Robert Sacre,65,16.8,.513,11.7,10.1,14.1,8.0,16.9,12.5,12.17,25.5,0.9
DeMarre Carroll,73,32.1,.575,14.6,8.6,14.1,5.3,14.5,10.0,13.96,120.8,4.0
Glen Davis,68,24.4,.491,9.6,9.4,14.0,7.4,16.4,11.9,13.14,40.6,1.4
Andrei Kirilenko,45,19.0,.532,21.3,16.0,13.9,7.7,12.7,10.2,12.48,25.3,0.8
Matthew Dellavedova,72,17.7,.535,33.0,10.7,13.9,2.5,8.5,5.4,10.69,3.7,0.1
Wesley Johnson,79,28.4,.522,13.8,10.0,13.9,3.3,13.3,8.3,11.08,19.3,0.6
Michael Kidd-Gilchrist,62,24.2,.516,9.5,11.0,13.8,8.2,16.2,12.2,12.07,35.2,1.2
Tyler Hansbrough,64,15.3,.562,5.0,13.8,13.8,14.2,20.0,17.1,14.20,39.4,1.3
Jan Vesely,54,14.4,.498,8.2,14.1,13.8,11.6,16.2,13.9,12.71,14.0,0.5
Josh McRoberts,78,30.3,.548,32.7,8.1,13.7,4.0,13.8,8.9,13.82,81.6,2.7
Martell Webster,78,27.7,.591,12.2,7.3,13.7,2.0,10.1,6.0,11.56,34.1,1.1
Chris Douglas-Roberts,49,20.7,.588,13.6,9.6,13.7,1.8,11.5,6.6,12.19,25.6,0.9
Maurice Harkless,80,24.4,.542,11.2,12.1,13.6,4.0,11.4,7.7,11.87,39.8,1.3
Kyle Korver,71,33.9,.653,21.7,10.6,13.6,1.1,12.4,6.8,13.55,109.8,3.7
Al-Farouq Aminu,80,25.6,.516,15.1,11.6,13.6,7.2,21.2,14.1,13.19,82.2,2.7
Nazr Mohammed,80,7.0,.445,10.2,18.9,13.5,13.6,21.7,17.7,10.18,-3.5,-0.1
Iman Shumpert,74,26.5,.480,17.8,10.9,13.5,4.7,14.0,9.2,9.66,-24.5,-0.8
Chris Johnson,40,19.7,.537,10.8,7.7,13.5,4.3,9.8,7.0,10.80,3.6,0.1
Andre Iguodala,63,32.4,.570,29.9,11.4,13.5,2.9,12.6,7.8,13.71,97.7,3.3
Samuel Dalembert,80,20.2,.605,6.7,15.9,13.5,14.4,24.2,19.4,16.88,151.3,5.0
P.J. Tucker,81,30.7,.540,14.9,10.8,13.4,7.3,16.6,11.9,13.31,104.5,3.5
Trevor Booker,72,21.6,.563,11.5,10.4,13.4,10.9,17.5,14.1,15.02,81.6,2.7
Jason Thompson,82,24.5,.523,7.5,13.4,13.3,8.5,21.3,14.8,11.14,-10.8,-0.4
Kentavious Caldwell-Pope,80,19.8,.483,9.7,4.9,13.3,2.5,8.6,5.4,9.46,-24.5,-0.8
Kyle Singler,82,28.5,.574,9.0,9.4,13.3,5.2,9.2,7.1,11.86,47.4,1.6
John Salmons,78,22.1,.462,23.1,8.5,13.3,1.3,9.6,5.5,7.81,-69.2,-2.3
Derek Fisher,81,17.6,.542,21.0,8.8,13.2,1.0,8.3,4.8,10.09,-19.4,-0.6
Robin Lopez,82,31.8,.605,8.0,9.3,13.0,13.6,15.3,14.5,17.68,275.2,9.2
Rashard Lewis,60,16.2,.535,16.6,10.2,13.0,3.2,10.7,7.1,10.74,-11.0,-0.4
Brandon Davies,51,11.3,.476,13.1,16.3,12.9,6.9,13.9,10.2,7.49,-34.4,-1.1
Elton Brand,73,19.4,.561,14.6,11.8,12.9,8.0,21.5,14.8,14.05,53.8,1.8
Tayshaun Prince,76,25.6,.438,17.5,6.0,12.8,1.9,12.3,7.1,8.18,-67.4,-2.2
Jared Dudley,74,23.4,.541,16.4,8.9,12.8,2.4,7.7,5.1,8.91,-41.1,-1.4
Alonzo Gee,65,15.7,.491,13.3,12.4,12.7,3.8,12.8,8.2,8.63,-28.5,-0.9
Francisco Garcia,55,19.7,.521,15.9,7.6,12.7,2.3,9.8,6.3,9.37,-18.2,-0.6
Omer Asik,48,20.2,.570,7.6,17.9,12.6,12.3,30.1,21.7,14.05,49.8,1.7
Doron Lamb,53,13.1,.543,17.5,11.0,12.6,1.3,6.7,4.0,7.51,-31.0,-1.0
Jae Crowder,78,16.1,.551,14.2,9.7,12.3,4.3,13.5,8.9,11.89,26.1,0.9
Darius Miller,45,16.1,.550,17.4,8.9,12.3,1.4,7.0,4.2,9.06,-15.6,-0.5
Udonis Haslem,46,14.2,.523,6.4,11.9,12.3,8.4,24.7,16.8,10.57,-9.1,-0.3
Steve Blake,55,27.2,.508,39.3,13.1,12.1,0.9,10.4,5.7,11.01,0.2,0.0
Chris Andersen,72,19.4,.683,4.5,12.6,12.1,12.1,21.7,17.1,18.56,147.0,4.9
Reggie Evans,54,16.6,.516,7.3,20.3,12.1,14.7,28.4,21.5,11.69,2.5,0.1
Tyson Chandler,55,30.2,.615,11.3,13.6,12.0,10.9,27.0,18.7,16.48,145.8,4.9
Steve Novak,54,10.0,.599,7.8,3.0,11.9,1.7,10.9,6.3,11.10,4.8,0.2
Gerald Wallace,58,24.4,.543,27.8,18.9,11.9,2.8,14.5,8.5,10.02,-10.2,-0.3
Joel Freeland,52,14.0,.498,14.8,13.2,11.9,13.2,17.6,15.4,11.34,8.0,0.3
Robbie John Hummel,53,12.4,.492,10.6,4.6,11.9,5.7,16.6,11.0,9.67,-8.1,-0.3
Andrew Bogut,67,26.4,.610,18.3,15.8,11.9,11.4,29.7,20.7,17.11,171.8,5.7
Perry Jones,62,12.3,.541,10.5,8.5,11.8,4.3,12.1,8.4,10.14,-4.2,-0.1
Shawne Williams,36,20.9,.503,11.9,8.3,11.8,3.6,20.2,11.9,9.51,0.0,0.0
Jeff Ayres,73,13.0,.605,18.7,19.6,11.7,11.0,19.2,15.3,11.16,8.0,0.3
Kenyon Martin,32,19.8,.521,24.1,12.5,11.4,6.5,18.7,12.5,12.25,7.1,0.2
Thabo Sefolosha,61,26.0,.517,18.1,10.6,11.3,3.7,11.5,7.8,10.42,-2.0,-0.1
Anthony Tolliver,64,20.3,.605,10.8,5.9,11.3,2.9,11.8,7.3,11.01,-9.5,-0.3
Jeff Withey,58,11.8,.590,12.6,9.7,11.3,8.2,17.4,12.7,15.25,47.5,1.6
DeAndre Jordan,82,35.0,.630,8.4,14.0,11.3,13.3,29.3,21.6,18.19,325.1,10.8
Nick Collison,81,16.7,.599,22.8,15.5,11.3,10.2,14.1,12.2,11.84,6.9,0.2
Matt Bonner,61,11.3,.582,14.3,7.4,11.3,2.7,17.9,10.6,11.27,-2.4,-0.1
Kendrick Perkins,62,19.5,.474,17.7,23.7,10.9,8.1,19.9,14.3,6.32,-77.1,-2.6
Luc Mbah a Moute,64,15.7,.503,12.1,13.4,10.9,6.0,10.1,8.0,8.42,-46.2,-1.5
Steven Adams,81,14.8,.541,12.0,19.8,10.9,14.1,17.1,15.6,11.25,11.5,0.4
Pablo Prigioni,66,19.4,.642,47.1,12.4,10.8,3.2,8.8,5.9,13.02,38.7,1.3
Ekpe Udoh,42,19.1,.440,13.3,16.3,10.8,8.4,12.8,10.5,7.62,-46.5,-1.6
Hollis Thompson,77,22.6,.570,13.6,11.2,10.6,4.4,11.2,7.7,9.50,-25.9,-0.9
Ian Mahinmi,77,16.2,.538,7.2,17.3,10.4,10.1,12.9,11.6,10.18,-7.9,-0.3
Ronny Turiaf,31,19.5,.578,13.1,13.6,10.2,9.6,22.0,15.6,13.84,29.3,1.0
Chuck Hayes,61,12.3,.468,16.7,15.8,9.8,10.5,21.8,16.1,10.04,-16.5,-0.5
Quincy Acy,63,13.4,.520,12.6,13.5,9.3,9.5,19.5,14.4,10.14,-4.5,-0.2
Shane Battier,73,20.1,.523,17.1,5.7,9.2,3.0,8.6,5.9,8.70,-39.5,-1.3
Bismack Biyombo,77,13.9,.606,3.5,17.3,8.6,11.0,27.6,19.3,13.33,43.6,1.5
Greg Stiemsma,55,18.3,.584,16.7,20.4,7.8,8.2,18.0,13.0,9.75,-12.8,-0.4
