PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
James Johnson,57,16.2,.532,17.1,13.8,15.4,3.5,11.9,7.8,11.41,-1.2,-0.0
Metta World Peace,35,16.9,.435,11.1,6.1,15.3,3.4,13.2,8.1,8.33,-19.1,-0.6
Josh McRoberts,42,14.2,.453,29.3,10.8,15.3,4.3,15.3,10.0,9.97,-13.6,-0.5
Zaza Pachulia,76,26.4,.550,15.3,14.2,15.3,13.7,25.7,19.7,16.26,169.2,5.6
Glenn Robinson III,45,11.3,.508,12.3,8.5,15.2,2.6,12.0,7.3,11.39,6.8,0.2
Joakim Noah,29,21.9,.406,34.9,16.5,15.2,14.7,27.3,21.1,14.08,33.0,1.1
Trevor Ariza,81,35.3,.551,15.3,9.2,15.2,2.6,11.6,7.1,12.97,105.3,3.5
Otto Porter Jr.,75,30.3,.564,12.5,7.3,15.1,4.7,14.7,9.6,14.51,136.1,4.5
Hollis Thompson,77,28.0,.525,11.0,8.5,15.1,2.6,11.4,6.9,9.24,-40.4,-1.3
Clint Capela,77,19.1,.553,7.9,10.1,15.1,14.4,22.7,18.5,18.30,149.3,5.0
Tim Hardaway Jr.,51,16.9,.563,14.0,6.3,15.1,0.9,9.8,5.4,11.71,15.6,0.5
Timofey Mozgov,76,17.4,.593,6.5,14.1,15.0,9.5,19.2,14.4,14.63,79.8,2.7
Maurice Harkless,78,18.7,.541,11.4,10.5,14.9,7.5,13.3,10.4,13.37,62.3,2.1
Harrison Barnes,66,30.9,.559,13.5,6.6,14.9,4.3,12.4,8.6,12.32,55.5,1.8
Ian Mahinmi,71,25.6,.603,13.8,13.3,14.9,8.3,22.1,15.3,16.66,164.3,5.5
Jason Terry,72,17.5,.540,19.0,9.0,14.8,1.2,5.7,3.5,10.22,-5.3,-0.2
Courtney Lee,79,29.5,.551,15.1,8.0,14.7,1.4,8.7,4.9,11.55,36.6,1.2
Shaun Livingston,78,19.5,.581,32.2,10.6,14.6,3.2,8.5,6.0,13.89,65.6,2.2
Justin Anderson,55,11.8,.522,11.5,9.5,14.6,3.1,19.3,11.2,12.34,17.7,0.6
Lance Stephenson,69,19.9,.548,17.7,12.5,14.6,3.2,15.1,9.1,13.54,62.2,2.1
Wesley Johnson,80,20.8,.513,7.7,8.5,14.6,2.5,13.6,8.1,11.05,13.6,0.5
Mike Muscala,60,9.4,.576,14.8,11.7,14.5,7.5,14.9,11.3,13.68,18.4,0.6
Sean Kilpatrick,31,19.9,.576,8.1,8.6,14.4,2.1,8.2,5.1,15.62,47.1,1.6
Tiago Splitter,36,16.1,.571,13.0,10.4,14.3,8.7,13.8,11.3,13.79,27.6,0.9
Chase Budinger,66,14.1,.514,17.2,11.8,14.3,5.0,12.6,8.8,10.73,3.2,0.1
Cody Zeller,73,24.3,.592,10.5,10.0,14.3,8.4,19.7,14.0,16.18,147.8,4.9
Jeff Withey,51,12.9,.577,8.5,11.9,14.2,10.0,20.7,15.4,17.69,69.7,2.3
Miles Plumlee,61,14.3,.606,5.1,12.7,14.2,12.5,18.0,15.2,17.43,88.6,3.0
Kosta Koufos,78,19.0,.540,5.8,8.4,14.2,12.4,18.4,15.4,15.15,100.6,3.4
Kyle Anderson,78,16.0,.528,24.0,11.5,14.2,2.4,19.4,11.2,12.99,46.2,1.5
DeAndre Jordan,77,33.7,.628,9.2,10.9,14.1,11.4,32.7,22.2,20.66,390.2,13.0
Justin Holiday,53,14.6,.489,16.5,11.5,14.1,1.7,10.5,6.2,9.43,-12.4,-0.4
Ronnie Price,62,19.5,.517,27.4,13.0,14.1,2.2,6.8,4.4,9.62,-25.0,-0.8
Trevor Booker,79,20.7,.533,13.9,13.5,14.0,11.9,20.4,16.2,14.40,70.7,2.4
Dewayne Dedmon,58,12.2,.606,5.1,12.5,14.0,10.4,25.7,17.9,17.08,68.2,2.3
Danny Green,79,26.1,.492,17.7,9.4,14.0,2.7,13.6,8.4,10.49,-0.2,-0.0
Taj Gibson,73,26.5,.556,14.2,10.4,14.0,11.4,15.9,13.7,15.70,121.3,4.0
Mike Dunleavy,31,22.7,.543,14.5,9.7,13.8,1.2,11.0,6.2,9.09,-14.8,-0.5
Rudy Gobert,61,31.7,.582,13.3,16.7,13.6,12.6,27.7,20.2,17.51,199.3,6.6
Joe Ingles,81,15.3,.572,20.9,14.1,13.4,1.8,12.4,7.1,10.38,-2.3,-0.1
Garrett Temple,80,24.4,.520,18.3,8.4,13.4,2.0,10.3,6.1,9.29,-35.4,-1.2
Jose Calderon,72,28.1,.571,34.6,10.1,13.4,1.2,11.0,6.2,12.33,40.1,1.3
Brandon Bass,66,20.3,.619,14.9,8.4,13.4,8.1,15.0,11.4,17.38,117.8,3.9
Amir Johnson,79,22.8,.602,19.4,13.2,13.3,10.3,19.6,14.9,16.03,121.8,4.1
Josh Richardson,52,21.3,.569,17.9,8.6,13.3,2.2,8.5,5.5,11.48,16.2,0.5
Rondae Hollis-Jefferson,29,21.2,.519,18.7,11.3,13.2,7.0,21.4,14.1,14.23,34.2,1.1
Chris Johnson,70,12.2,.482,15.1,13.4,13.1,3.7,14.3,9.0,8.20,-29.5,-1.0
James Anderson,51,14.1,.469,15.0,15.3,13.1,2.0,10.9,6.5,6.02,-48.2,-1.6
Tony Snell,64,20.3,.478,13.4,11.1,13.1,1.6,14.3,8.1,6.47,-78.2,-2.6
Kyle Korver,80,30.0,.578,18.2,10.9,13.0,0.7,10.9,5.9,9.78,-25.8,-0.9
Jonas Jerebko,78,15.1,.531,14.3,12.0,13.0,6.8,19.4,13.0,10.32,-20.8,-0.7
Iman Shumpert,54,24.4,.475,19.3,12.0,13.0,2.8,14.6,8.7,8.48,-39.7,-1.3
JaKarr Sampson,73,15.9,.504,9.5,14.4,12.8,4.2,14.0,9.0,8.34,-37.4,-1.2
Richard Jefferson,74,17.9,.585,13.0,9.5,12.8,1.3,9.6,5.5,9.73,-15.3,-0.5
Solomon Hill,59,14.7,.543,18.0,10.4,12.7,4.9,15.9,10.5,12.23,22.3,0.7
Rashad Vaughn,70,14.3,.398,11.5,8.2,12.7,1.3,8.7,5.0,4.25,-93.4,-3.1
Johnny O'Bryant III,66,13.0,.441,11.1,10.7,12.7,8.7,14.7,11.7,7.46,-51.7,-1.7
C.J. Watson,33,19.9,.461,32.9,9.4,12.7,1.7,9.6,5.6,8.59,-23.6,-0.8
Nemanja Bjelica,60,17.9,.594,21.3,12.1,12.5,5.4,17.2,11.4,11.23,-4.3,-0.1
P.J. Tucker,82,31.0,.506,19.0,11.9,12.5,6.9,15.2,10.9,10.85,13.3,0.4
Roy Hibbert,81,23.2,.507,14.7,11.8,12.4,7.3,15.8,11.4,11.24,17.9,0.6
Andre Iguodala,65,26.6,.565,31.2,11.2,12.4,3.4,12.4,8.2,12.25,45.1,1.5
Jared Dudley,81,25.9,.602,21.8,10.3,12.4,2.8,12.6,7.6,11.69,37.3,1.2
Ed Davis,81,20.8,.616,15.2,11.1,12.3,14.4,24.2,19.3,18.76,205.0,6.8
Patrick Patterson,79,25.6,.534,14.1,9.7,12.3,4.4,14.8,9.7,10.61,-27.0,-0.9
Lavoy Allen,79,20.2,.532,13.9,12.6,12.3,11.1,17.8,14.5,12.40,21.5,0.7
Willie Cauley-Stein,66,21.4,.588,7.8,9.6,12.3,10.3,16.6,13.5,15.31,99.3,3.3
Quincy Acy,59,14.8,.629,9.1,9.1,12.3,8.1,15.1,11.6,14.71,55.0,1.8
Noah Vonleh,78,15.1,.471,7.9,13.1,12.3,8.4,19.8,14.1,8.63,-50.4,-1.7
Tyson Chandler,66,24.5,.606,11.7,17.0,12.1,11.5,27.5,19.3,14.74,99.9,3.3
Steven Adams,80,25.2,.621,9.4,12.8,12.1,12.5,16.1,14.4,15.54,148.3,4.9
Anthony Tolliver,72,18.6,.543,12.0,6.5,12.0,3.1,16.1,9.3,10.26,-24.8,-0.8
Larry Nance Jr.,63,20.1,.544,10.8,10.1,11.9,8.3,18.6,13.3,13.39,35.7,1.2
Justise Winslow,78,28.6,.489,16.2,13.1,11.9,4.2,15.8,10.2,8.42,-69.4,-2.3
Brandon Rush,72,14.7,.560,15.7,9.1,11.9,2.3,15.4,9.2,10.12,-6.0,-0.2
Pablo Prigioni,59,13.9,.482,39.5,14.9,11.8,5.1,9.9,7.5,10.22,-9.6,-0.3
Thabo Sefolosha,75,23.4,.578,18.1,11.5,11.7,3.3,17.1,10.4,12.40,49.8,1.7
Andrew Bogut,70,20.7,.623,29.7,15.2,11.7,9.5,26.0,18.3,15.92,115.1,3.8
Kevin Garnett,38,14.6,.491,30.7,7.9,11.6,3.2,27.9,15.7,12.28,6.5,0.2
Kyle Singler,68,14.4,.481,8.1,10.8,11.3,5.9,9.6,7.9,6.68,-55.8,-1.9
Tristan Thompson,82,27.7,.611,9.5,9.4,11.0,13.5,23.3,18.4,15.91,179.7,6.0
Nick Collison,59,11.8,.498,23.1,22.2,10.8,11.2,15.2,13.3,7.75,-39.2,-1.3
Bismack Biyombo,82,22.0,.586,5.9,14.6,10.7,11.7,29.5,20.8,14.91,116.2,3.9
Omer Asik,68,17.3,.551,7.9,18.2,10.5,10.9,28.7,19.5,11.02,7.4,0.2
Anthony Brown,29,20.7,.427,11.3,8.9,10.4,1.6,11.3,6.3,4.95,-49.7,-1.7
Dante Cunningham,80,24.6,.540,13.6,7.2,10.4,3.1,10.4,6.6,8.63,-84.4,-2.8
Kendrick Perkins,37,14.6,.529,19.6,25.9,10.1,4.9,21.8,13.1,6.05,-36.8,-1.2
Kirk Hinrich,46,13.7,.504,30.5,12.6,9.7,1.4,10.2,5.9,7.20,-31.1,-1.0
Andre Roberson,70,22.2,.566,12.4,9.2,8.9,5.9,11.4,8.8,10.23,-6.3,-0.2
Alonzo Gee,73,22.4,.572,17.5,13.4,8.8,3.9,13.0,8.3,8.45,-50.0,-1.7
Luc Mbah a Moute,75,17.0,.498,10.1,11.5,8.7,5.2,9.4,7.3,7.28,-80.3,-2.7
Tayshaun Prince,77,19.0,.466,21.9,8.0,7.9,2.6,9.0,5.8,6.37,-90.0,-3.0
